# STEVAL-MKI208V1K (IIS3DWB) 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],acc_x[LSB],acc_y[LSB],acc_z[LSB],int_1
7887308,11.468,-139.080,1131.489,188,-2280,18549,0
7887346,21.594,-98.820,1158.573,354,-1620,18993,0
7887379,13.298,-54.595,1121.668,218,-895,18388,0
7887416,-18.422,-42.822,1159.061,-302,-702,19001,0
7887456,11.041,16.348,1151.558,181,268,18878,0
7887495,-11.956,26.352,1142.713,-196,432,18733,0
7887528,-22.936,48.922,1153.388,-376,802,18908,0
7887565,-13.359,80.520,1145.031,-219,1320,18771,0
7887602,-33.062,108.519,1141.798,-542,1779,18718,0
7887639,-44.530,118.035,1168.882,-730,1935,19162,0
7887676,-23.912,156.404,1140.822,-392,2564,18702,0
7887714,-60.146,160.491,1152.046,-986,2631,18886,0
7887750,-61.122,181.719,1129.598,-1002,2979,18518,0
7887788,-69.357,165.493,1156.255,-1137,2713,18955,0
7887825,-73.017,179.462,1128.683,-1197,2942,18503,0
7887863,-67.588,173.118,1114.226,-1108,2838,18266,0
7887899,-81.313,195.749,1126.365,-1333,3209,18465,0
7887936,-70.272,195.261,1098.366,-1152,3201,18006,0
7887975,-30.744,198.006,1090.436,-504,3246,17876,0
7888011,-11.956,189.405,1088.545,-196,3105,17845,0
7888048,-13.359,163.175,1060.546,-219,2675,17386,0
7888086,23.424,152.805,1033.828,384,2505,16948,0
7888122,10.553,142.008,1021.750,173,2328,16750,0
7888159,35.380,154.208,1030.656,580,2528,16896,0
7888196,36.722,124.318,1025.959,602,2038,16819,0
7888234,39.040,105.408,991.860,640,1728,16260,0
7888271,14.701,74.664,978.318,241,1224,16038,0
7888308,23.424,57.950,971.791,384,950,15931,0
7888345,6.954,-5.307,993.690,114,-87,16290,0
7888383,29.890,-5.734,969.900,490,-94,15900,0
7888420,26.169,-34.648,987.224,429,-568,16184,0
7888456,19.276,-76.677,975.512,316,-1257,15992,0
7888495,29.402,-106.079,961.055,482,-1739,15755,0
7888531,31.720,-129.991,971.791,520,-2131,15931,0
7888568,35.380,-134.078,951.234,580,-2198,15594,0
7888605,38.125,-156.160,975.512,625,-2560,15992,0
7888642,75.335,-153.049,931.592,1235,-2509,15272,0
7888680,55.571,-176.534,967.094,911,-2894,15854,0
7888717,87.779,-157.990,932.080,1439,-2590,15280,0
7888756,70.272,-177.876,981.124,1152,-2916,16084,0
7888794,84.058,-153.049,948.916,1378,-2509,15556,0
7888829,98.332,-181.963,956.846,1612,-2983,15686,0
7888866,96.502,-172.020,974.536,1582,-2820,15976,0
7888903,91.012,-192.760,979.233,1492,-3160,16053,0
7888940,79.056,-203.191,1000.766,1296,-3331,16406,0
7888981,74.908,-185.562,1003.511,1228,-3042,16451,0
7889018,60.634,-197.762,1018.029,994,-3242,16689,0
7889053,39.528,-194.102,1046.028,648,-3182,17148,0
7889092,27.572,-185.074,1067.988,452,-3034,17508,0
7889126,25.742,-185.135,1088.972,422,-3035,17852,0
7889165,45.933,-178.791,1086.654,753,-2931,17814,0
7889200,7.808,-207.705,1126.792,128,-3405,18472,0
7889238,21.594,-170.678,1123.559,354,-2798,18419,0
7889275,14.213,-135.420,1122.156,233,-2220,18396,0
7889314,1.830,-122.305,1141.310,30,-2005,18710,0
7889351,14.701,-86.132,1139.907,241,-1412,18687,0
7889387,0.915,-68.564,1151.070,15,-1124,18870,0
7889423,-5.490,-25.620,1143.689,-90,-420,18749,0
7889461,3.660,4.148,1173.518,60,68,19238,0
7889502,-6.893,53.863,1137.528,-113,883,18648,0
7889535,-27.084,47.946,1159.061,-444,786,19001,0
7889572,-22.021,71.980,1153.937,-361,1180,18917,0
7889609,-29.402,102.663,1146.922,-482,1683,18802,0
7889647,-47.336,119.804,1154.852,-776,1964,18932,0
7889683,-57.889,132.492,1144.604,-949,2172,18764,0
7889721,-56.486,183.061,1130.574,-926,3001,18534,0
7889762,-79.056,156.892,1144.604,-1296,2572,18764,0
7889795,-72.102,177.205,1147.837,-1182,2905,18817,0
7889832,-76.250,173.606,1138.016,-1250,2846,18656,0
7889872,-56.974,191.174,1110.932,-934,3134,18212,0
7889907,-62.464,195.749,1133.380,-1024,3209,18580,0
7889944,-64.782,201.605,1113.738,-1062,3305,18258,0
7889981,-30.317,188.490,1091.778,-497,3090,17898,0
7890019,-22.448,194.834,1067.500,-368,3194,17500,0
7890057,-11.041,155.550,1089.948,-181,2550,17868,0
7890097,38.186,167.750,1032.486,626,2750,16926,0
7890131,17.934,157.746,1049.810,294,2586,17210,0
7890167,29.402,136.518,1021.262,482,2238,16742,0
7890206,30.317,135.176,998.875,497,2216,16375,0
7890241,21.594,84.546,1009.123,354,1386,16543,0
7890279,30.744,77.348,975.512,504,1268,15992,0
7890316,-2.257,33.062,999.302,-37,542,16382,0
7890352,7.808,14.579,976.915,128,239,16015,0
7890390,24.339,-4.880,968.497,399,-80,15877,0
7890427,13.298,-46.909,966.606,218,-769,15846,0
7890464,65.697,-72.590,952.149,1077,-1190,15609,0
7890501,15.616,-133.590,994.666,256,-2190,16306,0
7890539,51.911,-104.249,961.543,851,-1709,15763,0
7890576,35.380,-156.221,989.054,580,-2561,16214,0
7890613,52.399,-146.705,948.428,859,-2405,15548,0
7890651,62.037,-157.624,959.652,1017,-2584,15732,0
7890688,67.100,-163.907,969.900,1100,-2687,15900,0
7890724,93.269,-166.591,958.249,1529,-2731,15709,0
7890762,66.612,-177.876,971.791,1092,-2916,15931,0
7890801,100.162,-167.506,968.070,1642,-2746,15870,0
7890836,74.908,-178.364,970.876,1228,-2924,15916,0
7890873,86.803,-185.562,1009.184,1423,-3042,16544,0
7890910,124.501,-185.074,977.830,2041,-3034,16030,0
7890947,80.398,-207.705,998.448,1318,-3405,16368,0
7890985,82.655,-205.936,993.263,1355,-3376,16283,0
7891023,45.506,-205.448,1032.974,746,-3368,16934,0
7891059,37.698,-179.706,1050.664,618,-2946,17224,0
7891096,24.827,-177.449,1071.282,407,-2909,17562,0
7891133,28.487,-176.961,1097.878,467,-2901,17998,0
7891170,12.444,-189.222,1101.111,204,-3102,18051,0
7891208,46.848,-169.763,1096.414,768,-2783,17974,0
7891245,27.572,-161.650,1134.783,452,-2650,18603,0
7891282,21.106,-148.047,1119.838,346,-2427,18358,0
7891319,14.701,-110.593,1141.310,241,-1813,18710,0
7891357,13.298,-92.476,1154.364,218,-1516,18924,0
7891393,13.786,-64.477,1166.991,226,-1057,19131,0
7891431,-13.359,-26.962,1150.155,-219,-442,18855,0
7891468,18.849,28.182,1143.628,309,462,18748,0
7891505,-24.339,37.149,1152.534,-399,609,18894,0
7891542,-10.126,84.180,1152.534,-166,1380,18894,0
7891580,-30.744,81.435,1155.828,-504,1335,18948,0
7891617,-16.958,109.434,1168.882,-278,1794,19162,0
7891654,-49.654,126.148,1140.822,-814,2068,18702,0
7891691,-60.146,142.435,1158.146,-986,2335,18986,0
7891729,-52.826,169.092,1171.200,-866,2772,19200,0
7891766,-80.398,167.262,1148.264,-1318,2742,18824,0
7891804,-54.229,170.922,1142.713,-889,2802,18733,0
7891840,-90.036,178.120,1128.683,-1476,2920,18503,0
7891877,-62.952,199.775,1130.086,-1032,3275,18526,0
7891914,-65.636,181.292,1108.614,-1076,2972,18174,0
7891953,-50.996,207.949,1094.096,-836,3409,17936,0
7891988,-36.722,188.490,1093.181,-602,3090,17921,0
7892025,-8.723,188.490,1073.600,-143,3090,17600,0
7892062,5.063,155.062,1050.664,83,2542,17224,0
7892102,32.147,165.005,1049.810,527,2705,17210,0
7892137,29.402,136.518,1021.750,482,2238,16750,0
7892174,26.169,130.235,1028.765,429,2135,16865,0
7892213,23.424,129.808,989.542,384,2128,16222,0
7892248,30.744,98.149,996.069,504,1609,16329,0
7892286,14.640,61.122,973.682,240,1002,15962,0
7892323,1.830,35.319,992.836,30,579,16276,0
7892362,19.276,-3.904,999.790,316,-64,16390,0
7892397,49.166,0.122,940.986,806,2,15426,0
7892434,-3.660,-84.363,975.024,-60,-1383,15984,0
7892471,41.846,-78.507,961.970,686,-1287,15770,0
7892509,30.805,-123.647,963.800,505,-2027,15800,0
7892547,19.276,-137.250,959.652,316,-2250,15732,0
7892584,39.955,-142.618,957.334,655,-2338,15694,0
7892620,42.273,-152.622,949.343,693,-2502,15563,0
7892658,66.124,-158.905,956.358,1084,-2605,15678,0
7892696,64.782,-172.020,976.488,1062,-2820,16008,0
7892732,78.080,-149.450,939.095,1280,-2450,15395,0
7892769,88.694,-176.961,981.124,1454,-2901,16084,0
7892807,102.480,-166.103,968.985,1680,-2723,15885,0
7892846,94.611,-174.704,976.000,1551,-2864,16000,0
7892881,91.866,-151.219,986.248,1506,-2479,16168,0
7892918,87.718,-191.479,1012.356,1438,-3139,16596,0
7892958,94.672,-181.536,1007.720,1552,-2976,16520,0
7892992,67.100,-206.302,1016.626,1100,-3382,16666,0
7893029,38.186,-182.878,1025.898,626,-2998,16818,0
7893069,25.254,-188.246,1075.918,414,-3086,17638,0
7893105,26.169,-182.390,1055.361,429,-2990,17301,0
7893145,5.063,-202.764,1114.714,83,-3324,18274,0
7893178,26.657,-185.562,1087.630,437,-3042,17830,0
7893215,27.084,-180.133,1099.281,444,-2953,18021,0
7893254,7.808,-157.563,1127.768,128,-2583,18488,0
7893294,18.849,-139.019,1126.792,309,-2279,18472,0
7893327,17.446,-125.477,1148.264,286,-2057,18824,0
7893364,22.509,-71.736,1147.349,369,-1176,18809,0
7893404,-14.274,-59.109,1167.906,-234,-969,19146,0
7893441,6.466,-17.080,1135.698,106,-280,18618,0
7893476,-27.572,34.404,1178.703,-452,564,19323,0
7893513,-9.638,59.719,1144.116,-158,979,18756,0
7893551,-14.213,66.124,1158.146,-233,1084,18986,0
7893587,-16.958,100.406,1144.543,-278,1646,18763,0
7893624,-44.103,115.290,1152.961,-723,1890,18901,0
7893660,-47.763,134.322,1141.798,-783,2202,18718,0
7893700,-45.933,147.864,1162.294,-753,2424,19054,0
7893735,-64.782,164.578,1156.682,-1062,2698,18962,0
7893773,-58.316,174.033,1142.225,-956,2853,18725,0
7893811,-84.973,171.776,1151.558,-1393,2816,18878,0
7893847,-75.823,184.464,1124.474,-1243,3024,18434,0
7893884,-57.889,200.690,1114.226,-949,3290,18266,0
7893921,-74.908,188.978,1121.668,-1228,3098,18388,0
7893959,-44.530,199.348,1092.754,-730,3268,17914,0
7893996,-24.766,193.004,1082.445,-406,3164,17745,0
7894033,-16.531,167.750,1083.360,-271,2750,17760,0
7894070,27.572,161.833,1030.595,452,2653,16895,0
7894107,10.126,142.862,1039.928,166,2342,17048,0
7894145,22.448,167.750,1029.192,368,2750,16872,0
7894182,5.490,143.350,1033.889,90,2350,16949,0
7894219,23.424,105.835,1006.378,384,1735,16498,0
7894256,42.700,81.862,1000.278,700,1342,16398,0
7894295,20.679,70.150,961.482,339,1150,15762,0
7894330,17.934,22.692,982.954,294,372,16114,0
7894367,33.062,7.320,961.970,542,120,15770,0
7894405,15.128,-40.138,962.946,248,-658,15786,0
7894445,27.572,-63.562,970.876,452,-1042,15916,0
7894479,32.208,-85.278,968.497,528,-1398,15877,0
7894516,29.402,-127.307,962.946,482,-2087,15786,0
7894554,34.953,-141.764,977.403,573,-2324,16023,0
7894591,46.848,-140.422,966.606,768,-2302,15846,0
7894628,57.889,-157.136,941.901,949,-2576,15441,0
7894667,60.207,-177.449,967.582,987,-2909,15862,0
7894703,92.842,-158.905,927.383,1522,-2605,15203,0
7894739,77.592,-172.020,953.552,1272,-2820,15632,0
7894776,96.502,-173.850,968.070,1582,-2850,15870,0
7894815,101.077,-169.763,955.443,1657,-2783,15663,0
7894853,101.504,-179.706,990.945,1664,-2946,16245,0
7894888,104.737,-178.791,979.233,1717,-2931,16053,0
7894925,79.910,-198.250,1008.696,1310,-3250,16536,0
7894961,86.376,-197.762,993.263,1416,-3242,16283,0
7894999,40.870,-208.132,1044.198,670,-3412,17118,0
7895037,48.678,-180.621,1024.068,798,-2961,16788,0
7895074,22.021,-184.647,1057.252,361,-3027,17332,0
7895111,13.786,-195.932,1092.266,226,-3212,17906,0
7895147,33.550,-210.450,1090.436,550,-3450,17876,0
7895185,26.169,-190.564,1108.614,429,-3124,18174,0
7895223,26.169,-167.079,1109.102,429,-2739,18182,0
7895259,10.980,-159.393,1153.937,180,-2613,18917,0
7895297,28.426,-123.220,1114.226,466,-2020,18266,0
7895334,10.553,-112.850,1145.519,173,-1850,18779,0
7895371,22.936,-77.104,1144.604,376,-1264,18764,0
7895407,1.830,-50.020,1153.449,30,-820,18909,0
7895447,-0.915,-2.135,1162.782,-15,-35,19062,0
7895483,-4.148,25.864,1132.404,-68,424,18564,0
7895520,-29.402,55.266,1178.642,-482,906,19322,0
7895556,-21.167,81.862,1150.216,-347,1342,18856,0
7895594,-34.465,84.180,1169.736,-565,1380,19176,0
7895631,-52.338,106.750,1148.752,-858,1750,18832,0
7895669,-49.593,132.919,1156.255,-813,2179,18955,0
7895707,-36.722,148.291,1149.728,-602,2431,18848,0
7895743,-65.697,146.949,1153.876,-1077,2409,18916,0
7895780,-63.867,175.436,1138.504,-1047,2876,18664,0
7895817,-67.100,182.634,1134.783,-1100,2994,18603,0
7895855,-71.675,174.521,1117.032,-1175,2861,18312,0
7895891,-74.908,183.976,1129.171,-1228,3016,18511,0
7895929,-60.207,181.719,1104.893,-987,2979,18113,0
7895967,-20.679,213.378,1083.360,-339,3498,17760,0
7896003,-36.722,181.231,1087.142,-602,2971,17822,0
7896040,18.361,178.547,1056.276,301,2927,17316,0
7896078,23.912,174.033,1042.734,392,2853,17094,0
7896114,34.892,145.119,1038.525,572,2379,17025,0
7896155,28.487,149.206,1000.705,467,2446,16405,0
7896189,35.868,133.834,1022.726,588,2194,16766,0
7896226,19.764,105.408,997.960,324,1728,16360,0
7896266,14.701,61.122,995.154,241,1002,16314,0
7896302,26.596,68.808,983.930,436,1128,16130,0
7896339,21.106,20.496,969.900,346,336,15900,0
7896375,15.616,4.148,978.318,256,68,16038,0
7896416,12.871,-40.992,984.418,211,-672,16138,0
7896448,40.870,-63.135,962.946,670,-1035,15786,0
7896486,26.230,-95.648,983.442,430,-1568,16122,0
7896524,25.254,-102.846,958.676,414,-1686,15716,0
7896562,35.380,-134.566,958.249,580,-2206,15709,0
7896597,40.870,-132.248,960.079,670,-2168,15739,0
7896635,50.508,-150.365,947.940,828,-2465,15540,0
7896672,52.399,-159.820,956.846,859,-2620,15686,0
7896708,57.462,-182.390,974.048,942,-2990,15968,0
7896746,70.272,-157.136,960.567,1152,-2576,15747,0
7896784,70.272,-179.218,957.761,1152,-2938,15701,0
7896820,90.524,-161.162,934.886,1484,-2642,15326,0
7896858,99.674,-176.046,972.706,1634,-2886,15946,0
7896895,83.204,-178.791,972.706,1364,-2931,15946,0
7896932,99.247,-189.649,1002.108,1627,-3109,16428,0
7896970,88.633,-202.276,1011.929,1453,-3316,16589,0
7897011,60.146,-200.080,1028.765,986,-3280,16865,0
7897046,21.594,-188.307,1043.710,354,-3087,17110,0
7897081,60.634,-194.163,1069.330,994,-3183,17530,0
7897118,11.041,-189.649,1079.151,181,-3109,17691,0
7897157,29.890,-196.420,1098.793,490,-3220,18013,0
7897194,8.235,-198.189,1098.366,135,-3249,18006,0
7897230,25.254,-169.763,1109.529,414,-2783,18189,0
7897267,27.084,-152.622,1125.450,444,-2502,18450,0
7897304,6.405,-139.934,1147.349,105,-2294,18809,0
7897344,26.596,-109.190,1151.558,436,-1790,18878,0
7897378,10.126,-74.908,1151.131,166,-1228,18871,0
7897415,11.956,-28.365,1148.325,196,-465,18825,0
7897455,-1.342,-8.906,1159.061,-22,-146,19001,0
7897494,-17.446,39.894,1130.086,-286,654,18526,0
7897527,-4.148,62.891,1161.806,-68,1031,19046,0
7897564,-17.019,100.833,1150.216,-279,1653,18856,0
7897605,-23.912,98.637,1163.758,-392,1617,19078,0
7897642,-22.509,119.377,1148.752,-369,1957,18832,0
7897676,-45.018,122.122,1143.140,-738,2002,18740,0
7897713,-45.445,177.632,1156.255,-745,2912,18955,0
7897754,-54.656,159.088,1143.140,-896,2608,18740,0
7897788,-75.335,174.460,1142.225,-1235,2860,18725,0
7897824,-56.974,178.547,1153.449,-934,2927,18909,0
7897863,-61.976,189.832,1103.978,-1016,3112,18098,0
7897899,-87.779,183.061,1121.241,-1439,3001,18381,0
7897935,-51.484,197.091,1097.878,-844,3231,17998,0
7897973,-32.208,197.518,1074.088,-528,3238,17608,0
7898014,-33.062,172.264,1096.475,-542,2824,17975,0
7898048,32.147,185.318,1047.431,527,3038,17171,0
7898084,16.104,160.064,1053.470,264,2624,17270,0
7898122,18.788,147.864,1042.307,308,2424,17087,0
7898159,29.890,164.090,1039.501,490,2690,17041,0
7898197,15.616,105.835,1026.386,256,1735,16826,0
7898234,28.060,127.490,998.875,460,2090,16375,0
7898270,17.019,71.492,982.100,279,1172,16100,0
7898308,12.871,25.864,987.651,211,424,16191,0
7898346,18.422,16.836,965.691,302,276,15831,0
7898382,19.276,-2.623,963.312,316,-43,15792,0
7898420,22.936,-30.195,987.651,376,-495,16191,0
7898461,44.103,-78.934,963.800,723,-1294,15800,0
7898493,31.232,-101.504,967.582,512,-1664,15862,0
7898531,30.805,-139.507,968.009,505,-2287,15869,0
7898569,50.996,-143.106,944.219,836,-2346,15479,0
7898607,38.552,-153.476,932.080,632,-2516,15280,0
7898646,52.826,-165.249,967.094,866,-2709,15854,0
7898680,56.059,-180.621,948.428,919,-2961,15548,0
7898716,73.993,-162.504,958.249,1213,-2664,15709,0
7898755,59.719,-183.305,977.342,979,-3005,16022,0
7898791,104.737,-164.334,925.980,1717,-2694,15180,0
7898828,95.099,-175.192,973.194,1559,-2872,15954,0
7898865,99.674,-177.876,989.542,1634,-2916,16222,0
7898903,94.184,-199.104,996.984,1544,-3264,16344,0
7898939,95.099,-190.076,987.224,1559,-3116,16184,0
7898977,87.779,-191.906,1015.162,1439,-3146,16642,0
7899014,47.763,-205.021,1030.168,783,-3361,16888,0
7899053,61.610,-185.562,1040.904,1010,-3042,17064,0
7899092,33.977,-182.878,1071.709,557,-2998,17569,0
7899125,25.254,-216.306,1100.684,414,-3546,18044,0
7899163,33.062,-193.736,1080.188,542,-3176,17708,0
7899203,17.446,-189.161,1084.336,286,-3101,17776,0
7899237,-7.320,-185.562,1123.559,-120,-3042,18419,0
7899274,10.614,-123.708,1120.814,174,-2028,18374,0
7899313,25.742,-129.076,1137.101,422,-2116,18641,0
7899350,21.594,-87.962,1147.837,354,-1442,18817,0
7899385,11.468,-75.335,1165.100,188,-1235,19100,0
7899423,5.978,-11.590,1148.325,98,-190,18825,0
7899462,-10.614,0.610,1158.146,-174,10,18986,0
7899497,4.575,55.266,1145.458,75,906,18778,0
7899534,-24.827,50.752,1173.091,-407,832,19231,0
7899572,-19.764,99.491,1130.574,-324,1631,18534,0
7899610,-19.764,117.974,1142.713,-324,1934,18733,0
7899645,-62.464,112.118,1173.091,-1024,1838,19231,0
7899683,-34.404,171.776,1155.340,-564,2816,18940,0
7899720,-51.484,151.463,1163.758,-844,2483,19078,0
7899757,-61.122,170.922,1150.643,-1002,2802,18863,0
7899795,-43.188,181.292,1107.699,-708,2972,18159,0
7899832,-89.121,165.920,1160.952,-1461,2720,19032,0
7899869,-44.530,202.947,1085.312,-730,3327,17792,0
7899906,-84.058,185.806,1146.434,-1378,3046,18794,0
7899944,-43.615,199.775,1098.366,-715,3275,18006,0
7899981,-53.314,212.890,1081.530,-874,3490,17730,0
7900017,-24.400,170.434,1076.406,-400,2794,17646,0
7900055,-4.148,162.748,1064.755,-68,2668,17455,0
7900092,23.912,159.576,1029.680,392,2616,16880,0
7900129,9.150,150.548,1032.486,150,2468,16926,0
7900167,48.251,141.032,1015.650,791,2312,16650,0
7900208,9.150,116.632,1012.417,150,1912,16597,0
7900241,40.870,95.404,991.860,670,1564,16260,0
7900277,-12.871,59.292,1006.317,-211,972,16497,0
7900318,47.824,55.693,969.412,784,913,15892,0
7900356,14.213,13.237,989.054,233,217,16214,0
7900390,22.997,-23.851,994.666,377,-391,16306,0
7900426,49.654,-29.280,978.806,814,-480,16046,0
7900464,30.317,-100.650,990.457,497,-1650,16237,0
7900500,40.443,-119.133,969.900,663,-1953,15900,0
7900538,17.019,-138.592,975.024,279,-2272,15984,0
7900575,48.251,-143.533,936.716,791,-2353,15356,0
7900614,39.955,-150.304,972.706,655,-2464,15946,0
7900650,70.760,-148.535,948.428,1160,-2435,15548,0
7900686,43.188,-177.876,949.831,708,-2916,15571,0
7900728,92.354,-159.820,935.801,1514,-2620,15341,0
7900763,75.823,-160.674,956.358,1243,-2634,15678,0
7900802,89.609,-169.336,944.707,1469,-2776,15487,0
7900835,106.567,-163.419,969.900,1747,-2679,15900,0
7900872,84.546,-192.821,986.248,1386,-3161,16168,0
7900909,89.121,-188.734,979.721,1461,-3094,16061,0
7900947,90.951,-193.675,1014.735,1491,-3175,16635,0
7900984,85.461,-185.562,1016.138,1401,-3042,16658,0
7901020,49.593,-217.221,1031.083,813,-3561,16903,0
7901059,31.232,-199.592,1056.764,512,-3272,17324,0
7901095,27.572,-182.817,1090.436,452,-2997,17876,0
7901133,31.232,-177.876,1087.630,512,-2916,17830,0
7901170,3.233,-203.618,1092.266,53,-3338,17906,0
7901207,18.788,-174.277,1116.544,308,-2857,18304,0
7901246,17.019,-170.678,1151.131,279,-2798,18871,0
7901281,14.213,-122.366,1130.574,233,-2006,18534,0
7901320,34.465,-102.419,1131.489,565,-1679,18549,0
7901359,4.575,-107.848,1172.115,75,-1768,19215,0
7901397,21.594,-37.820,1119.838,354,-620,18358,0
7901430,-6.466,-17.934,1159.549,-106,-294,19009,0
7901466,-9.211,5.063,1125.450,-151,83,18450,0
7901508,-26.657,38.979,1166.503,-437,639,19123,0
7901544,-6.466,66.978,1152.046,-106,1098,18886,0
7901579,-25.254,89.060,1167.906,-414,1460,19146,0
7901618,-41.846,104.493,1152.534,-686,1713,18894,0
7901655,-35.380,139.263,1134.295,-580,2283,18595,0
7901691,-70.272,149.633,1145.519,-1152,2453,18779,0
7901727,-50.508,165.920,1114.714,-828,2720,18274,0
7901766,-58.804,165.005,1135.698,-964,2705,18618,0
7901802,-57.401,177.632,1134.722,-941,2912,18602,0
7901839,-86.803,170.861,1129.598,-1423,2801,18518,0
7901876,-75.823,207.034,1107.150,-1243,3394,18150,0
7901914,-58.316,194.346,1108.126,-956,3186,18166,0
7901950,-43.188,198.433,1095.560,-708,3253,17960,0
7901987,-41.358,200.690,1086.654,-678,3290,17814,0
7902025,-21.594,179.950,1084.763,-354,2950,17783,0
7902062,16.531,179.462,1032.059,271,2942,16919,0
7902099,12.383,138.348,1025.959,203,2268,16819,0
7902136,27.084,154.635,1022.726,444,2535,16766,0
7902173,35.868,136.152,1004.914,588,2232,16474,0
7902211,28.060,111.691,1039.440,460,1831,17040,0
7902249,17.446,100.406,1004.487,286,1646,16467,0
7902285,31.232,74.237,986.736,512,1217,16176,0
7902322,12.444,26.291,999.302,204,431,16382,0
7902364,28.914,5.551,969.412,474,91,15892,0
7902401,11.468,-22.936,984.418,188,-376,16138,0
7902434,24.827,-87.535,958.188,407,-1435,15708,0
7902470,49.166,-61.305,957.700,806,-1005,15700,0
7902508,31.720,-114.680,973.194,520,-1880,15954,0
7902545,42.700,-128.649,972.706,700,-2109,15946,0
7902582,76.738,-129.076,943.731,1258,-2116,15471,0
7902622,38.125,-147.132,955.382,625,-2412,15662,0
7902657,56.486,-153.964,950.258,926,-2524,15578,0
7902694,62.037,-161.162,969.900,1017,-2642,15900,0
7902731,79.910,-176.046,934.398,1310,-2886,15318,0
7902769,61.610,-176.046,942.328,1010,-2886,15448,0
7902805,79.971,-164.334,944.219,1311,-2694,15479,0
7902842,98.271,-169.763,953.552,1611,-2783,15632,0
7902880,105.652,-183.793,980.636,1732,-3013,16076,0
7902917,109.800,-186.904,988.139,1800,-3064,16199,0
7902955,78.080,-210.450,1005.890,1280,-3450,16490,0
7902991,72.590,-190.564,1010.526,1190,-3124,16566,0
7903028,48.251,-200.019,1042.307,791,-3279,17087,0
7903066,55.632,-186.050,1042.307,912,-3050,17087,0
7903104,14.274,-193.736,1091.778,234,-3176,17898,0
7903143,33.550,-199.104,1080.615,550,-3264,17715,0
7903178,27.084,-193.675,1083.421,444,-3175,17761,0
7903214,23.912,-197.335,1107.272,392,-3235,18152,0
7903252,37.698,-158.478,1123.986,618,-2598,18426,0
7903292,15.616,-124.135,1140.334,256,-2035,18694,0
7903326,24.339,-117.364,1145.031,399,-1924,18771,0
7903363,14.701,-82.594,1152.534,241,-1354,18894,0
7903403,2.318,-57.279,1161.867,38,-939,19047,0
7903440,-16.104,-17.507,1165.588,-264,-287,19108,0
7903475,15.616,31.781,1147.349,256,521,18809,0
7903513,-27.084,23.607,1167.967,-444,387,19147,0
7903552,-15.616,90.036,1139.480,-256,1476,18680,0
7903586,-24.400,103.578,1147.837,-400,1698,18817,0
7903623,-55.998,109.007,1159.976,-918,1787,19016,0
7903662,-44.103,138.836,1153.876,-723,2276,18916,0
7903698,-55.144,151.890,1127.768,-904,2490,18488,0
7903735,-72.590,155.062,1132.892,-1190,2542,18572,0
7903772,-64.294,165.920,1118.923,-1054,2720,18343,0
7903811,-83.570,183.488,1138.992,-1370,3008,18672,0
7903846,-84.058,179.950,1124.962,-1378,2950,18442,0
7903883,-61.549,207.461,1124.474,-1009,3401,18434,0
7903921,-78.080,192.150,1112.335,-1280,3150,18235,0
7903959,-47.763,202.032,1114.714,-783,3312,18274,0
7903995,-38.552,188.917,1099.281,-632,3097,18021,0
7904032,-7.320,193.431,1059.570,-120,3171,17370,0
7904069,-3.172,147.864,1047.004,-52,2424,17164,0
7904106,28.914,157.319,1043.222,474,2579,17102,0
7904144,28.060,154.635,1030.168,460,2535,16888,0
7904181,22.082,137.006,1023.580,362,2246,16780,0
7904218,36.783,117.608,1012.905,603,1928,16605,0
7904255,22.082,104.005,984.906,362,1705,16146,0
7904293,20.679,54.778,982.527,339,898,16107,0
7904334,18.849,22.692,970.876,309,372,15916,0
7904367,26.169,6.466,973.621,429,106,15961,0
7904405,33.550,-20.191,976.427,550,-331,16007,0
7904441,35.868,-68.564,980.148,588,-1124,16068,0
7904478,34.465,-95.648,975.024,565,-1568,15984,0
7904515,43.188,-126.819,960.140,708,-2079,15740,0
7904553,23.424,-134.932,969.900,384,-2212,15900,0
7904589,55.998,-125.538,964.776,918,-2058,15816,0
7904627,48.251,-159.332,992.775,791,-2612,16275,0
7904664,71.675,-155.733,956.846,1175,-2553,15686,0
7904701,67.527,-162.992,947.513,1107,-2672,15533,0
7904738,78.080,-186.477,947.940,1280,-3057,15540,0
7904775,77.653,-177.876,983.930,1273,-2916,16130,0
7904813,101.077,-165.249,945.134,1657,-2709,15494,0
7904849,79.056,-159.332,992.775,1296,-2612,16275,0
7904887,101.504,-176.107,993.263,1664,-2887,16283,0
7904924,99.247,-191.906,1014.308,1627,-3146,16628,0
7904961,95.099,-201.849,999.363,1559,-3309,16383,0
7904999,61.976,-198.677,1015.223,1016,-3257,16643,0
7905035,67.954,-198.677,1042.246,1114,-3257,17086,0
7905073,22.509,-196.420,1075.003,369,-3220,17623,0
7905110,41.846,-195.932,1089.948,686,-3212,17868,0
7905147,17.934,-193.736,1094.584,294,-3176,17944,0
7905184,24.827,-195.932,1098.793,407,-3212,18013,0
7905221,17.019,-181.963,1120.326,279,-2983,18366,0
7905258,21.106,-153.964,1109.102,346,-2524,18182,0
7905295,16.043,-150.304,1161.379,263,-2464,19039,0
7905333,16.958,-92.476,1151.558,278,-1516,18878,0
7905370,0.915,-103.334,1161.379,15,-1694,19039,0
7905410,4.148,-46.421,1159.549,68,-761,19009,0
