=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),750.31
Écart min (µs),745
Écart max (µs),757
Fréquence moyenne (Hz),1332.79
Fréquence min (Hz),1321.00
Fréquence max (Hz),1342.28

t(us),X(mg),Y(mg),Z(mg)
445089,-7.84,30.38,-873.18
445839,-8.82,29.40,-873.18
446590,-9.80,32.34,-870.24
447340,-8.82,34.30,-876.12
448091,-10.78,34.30,-882.00
448841,-10.78,37.24,-878.08
449592,-9.80,36.26,-872.20
450342,-10.78,37.24,-874.16
451093,-7.84,32.34,-871.22
451843,-10.78,36.26,-870.24
452594,-13.72,34.30,-876.12
453344,-14.70,26.46,-868.28
454094,-11.76,30.38,-870.24
454845,-10.78,30.38,-862.40
455595,-12.74,32.34,-864.36
456345,-6.86,34.30,-868.28
457096,-8.82,31.36,-872.20
457846,-13.72,30.38,-872.20
458597,-9.80,33.32,-867.30
459347,-9.80,28.42,-868.28
460097,-8.82,33.32,-870.24
460847,-6.86,34.30,-871.22
461598,-7.84,35.28,-874.16
462348,-11.76,33.32,-871.22
463098,-9.80,31.36,-874.16
463848,-9.80,35.28,-869.26
464598,-7.84,34.30,-871.22
465349,-8.82,35.28,-870.24
466099,-9.80,34.30,-870.24
466849,-7.84,31.36,-877.10
467599,-6.86,29.40,-871.22
468350,-8.82,33.32,-873.18
469100,-11.76,30.38,-863.38
469851,-8.82,30.38,-863.38
470601,-7.84,30.38,-863.38
471352,-9.80,34.30,-873.18
472102,-7.84,36.26,-870.24
472853,-6.86,34.30,-871.22
473603,-7.84,36.26,-871.22
474353,-8.82,37.24,-866.32
475103,-7.84,37.24,-875.14
475853,-10.78,33.32,-872.20
476604,-9.80,34.30,-875.14
477354,-11.76,37.24,-872.20
478104,-11.76,37.24,-870.24
478854,-11.76,33.32,-871.22
479605,-10.78,35.28,-878.08
480355,-13.72,34.30,-871.22
481106,-12.74,34.30,-867.30
481856,-13.72,34.30,-868.28
482606,-9.80,36.26,-864.36
483356,-10.78,33.32,-866.32
484106,-9.80,36.26,-864.36
484856,-9.80,40.18,-869.26
485606,-8.82,37.24,-866.32
486357,-4.90,34.30,-866.32
487107,-6.86,33.32,-871.22
487856,-8.82,35.28,-863.38
488607,-7.84,34.30,-864.36
489357,-9.80,33.32,-868.28
490107,-9.80,34.30,-866.32
490857,-8.82,34.30,-881.02
491608,-10.78,38.22,-881.02
492358,-10.78,36.26,-870.24
493109,-13.72,33.32,-869.26
493859,-16.66,35.28,-871.22
494609,-9.80,33.32,-871.22
495360,-5.88,35.28,-866.32
496111,-7.84,33.32,-876.12
496861,-7.84,31.36,-876.12
497612,-8.82,30.38,-870.24
498362,-12.74,32.34,-865.34
499113,-11.76,31.36,-865.34
499863,-9.80,35.28,-867.30
500614,-8.82,34.30,-868.28
501364,-6.86,35.28,-867.30
502114,-7.84,35.28,-867.30
502864,-5.88,34.30,-873.18
503615,-6.86,35.28,-879.06
504365,-9.80,37.24,-872.20
505116,-11.76,34.30,-875.14
505866,-6.86,31.36,-872.20
506617,-7.84,32.34,-874.16
507367,-5.88,32.34,-872.20
508117,-9.80,35.28,-865.34
508867,-9.80,31.36,-869.26
509617,-9.80,35.28,-868.28
510367,-11.76,34.30,-872.20
511118,-14.70,31.36,-875.14
511868,-11.76,33.32,-874.16
512619,-8.82,31.36,-876.12
513369,-10.78,32.34,-871.22
514120,-7.84,32.34,-867.30
514870,-11.76,30.38,-875.14
515620,-14.70,31.36,-877.10
516371,-8.82,37.24,-874.16
517121,-8.82,37.24,-881.02
517872,-7.84,34.30,-878.08
518622,-9.80,35.28,-877.10
519372,-12.74,33.32,-872.20
520123,-12.74,30.38,-876.12
520873,-15.68,32.34,-880.04
521624,-12.74,35.28,-873.18
522374,-12.74,37.24,-872.20
523124,-11.76,34.30,-874.16
523875,-13.72,36.26,-873.18
524625,-9.80,38.22,-871.22
525376,-9.80,36.26,-878.08
526127,-3.92,33.32,-869.26
526877,-9.80,36.26,-874.16
527627,-11.76,34.30,-874.16
528378,-10.78,31.36,-870.24
529128,-14.70,34.30,-865.34
529879,-12.74,30.38,-869.26
530629,-10.78,33.32,-862.40
531379,-6.86,34.30,-872.20
532130,-6.86,33.32,-875.14
532881,-7.84,32.34,-875.14
533631,-13.72,33.32,-872.20
534382,-7.84,32.34,-867.30
535132,-10.78,30.38,-867.30
535883,-6.86,34.30,-866.32
536633,-7.84,36.26,-877.10
537384,-8.82,36.26,-872.20
538134,-6.86,37.24,-869.26
538884,-7.84,34.30,-871.22
539634,-7.84,35.28,-871.22
540385,-6.86,34.30,-871.22
541134,-8.82,35.28,-867.30
541885,-10.78,37.24,-871.22
542635,-14.70,36.26,-868.28
543385,-11.76,36.26,-870.24
544136,-8.82,39.20,-873.18
544886,-9.80,36.26,-874.16
545636,-6.86,31.36,-877.10
546386,-5.88,32.34,-874.16
547136,-8.82,32.34,-871.22
547886,-8.82,32.34,-869.26
548637,-8.82,32.34,-866.32
