=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),750.28
Écart min (µs),745
Écart max (µs),755
Fréquence moyenne (Hz),1332.83
Fréquence min (Hz),1324.50
Fréquence max (Hz),1342.28

t(us),X(mg),Y(mg),Z(mg)
517286,-12.74,28.42,-857.50
518037,-13.72,29.40,-865.34
518788,-16.66,28.42,-867.30
519538,-13.72,30.38,-868.28
520288,-17.64,32.34,-874.16
521039,-8.82,30.38,-866.32
521789,-8.82,36.26,-868.28
522540,-4.90,33.32,-875.14
523291,-3.92,31.36,-871.22
524041,-6.86,32.34,-874.16
524791,-8.82,32.34,-875.14
525541,-4.90,34.30,-870.24
526292,-9.80,36.26,-864.36
527042,-6.86,39.20,-867.30
527792,-6.86,35.28,-870.24
528542,-13.72,37.24,-869.26
529293,-8.82,37.24,-866.32
530043,-6.86,40.18,-872.20
530793,-9.80,38.22,-870.24
531543,-10.78,39.20,-865.34
532293,-11.76,36.26,-871.22
533043,-10.78,39.20,-869.26
533794,-5.88,37.24,-865.34
534544,-9.80,35.28,-866.32
535294,-14.70,36.26,-859.46
536044,-13.72,37.24,-862.40
536795,-11.76,32.34,-861.42
537544,-10.78,31.36,-860.44
538294,-10.78,30.38,-864.36
539044,-9.80,28.42,-864.36
539794,-6.86,30.38,-864.36
540544,-6.86,30.38,-871.22
541295,-11.76,33.32,-866.32
542045,-13.72,33.32,-874.16
542795,-14.70,33.32,-867.30
543546,-11.76,34.30,-867.30
544296,-13.72,33.32,-871.22
545046,-11.76,31.36,-871.22
545796,-13.72,35.28,-873.18
546546,-9.80,31.36,-870.24
547297,-3.92,32.34,-868.28
548047,0.00,28.42,-867.30
548797,-3.92,30.38,-869.26
549547,-8.82,31.36,-869.26
550297,-12.74,30.38,-869.26
551047,-9.80,32.34,-865.34
551798,-7.84,32.34,-869.26
552548,-6.86,31.36,-877.10
553298,-0.98,34.30,-874.16
554048,-4.90,39.20,-877.10
554798,-2.94,41.16,-868.28
555549,-5.88,39.20,-870.24
556299,-9.80,36.26,-867.30
557049,-9.80,34.30,-866.32
557799,-13.72,37.24,-872.20
558550,-9.80,34.30,-872.20
559300,-9.80,30.38,-867.30
560051,-8.82,32.34,-869.26
560801,-4.90,35.28,-867.30
561552,-2.94,34.30,-873.18
562303,-5.88,30.38,-872.20
563054,-5.88,27.44,-871.22
563804,-15.68,24.50,-873.18
564555,-17.64,30.38,-870.24
565305,-15.68,30.38,-867.30
566056,-9.80,32.34,-870.24
566806,-8.82,34.30,-872.20
567556,-7.84,33.32,-869.26
568307,-4.90,34.30,-865.34
569057,-6.86,34.30,-867.30
569807,-5.88,37.24,-875.14
570557,-10.78,33.32,-873.18
571307,-17.64,34.30,-866.32
572057,-15.68,35.28,-869.26
572807,-15.68,34.30,-869.26
573557,-12.74,38.22,-869.26
574308,-6.86,36.26,-868.28
575058,-4.90,37.24,-863.38
575808,-3.92,31.36,-868.28
576558,-3.92,33.32,-869.26
577308,-8.82,35.28,-868.28
578058,-10.78,30.38,-864.36
578808,-11.76,30.38,-874.16
579559,-13.72,33.32,-868.28
580310,-10.78,31.36,-863.38
581060,-9.80,30.38,-863.38
581811,-6.86,32.34,-871.22
582562,-3.92,32.34,-870.24
583312,-5.88,32.34,-868.28
584063,-2.94,36.26,-869.26
584813,-13.72,34.30,-873.18
585564,-17.64,36.26,-875.14
586315,-15.68,37.24,-875.14
587065,-14.70,40.18,-874.16
587816,-7.84,39.20,-876.12
588567,-8.82,40.18,-881.02
589317,-5.88,43.12,-874.16
590068,-4.90,42.14,-870.24
