=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),861.77
Écart min (µs),642
Écart max (µs),1124
Fréquence moyenne (Hz),1160.40
Fréquence min (Hz),889.68
Fréquence max (Hz),1557.63

t(us),X(mg),Y(mg),Z(mg)
573585,53.90,45.08,990.78
574302,50.96,46.06,987.84
575092,51.94,47.04,990.78
575805,52.92,47.04,988.82
576594,48.02,49.00,990.78
577378,48.02,47.04,994.70
578101,51.94,47.04,985.88
578882,49.98,46.06,982.94
579605,51.94,44.10,992.74
580388,53.90,45.08,989.80
581113,52.92,45.08,986.86
581893,51.94,44.10,988.82
582683,49.98,44.10,986.86
583400,48.02,47.04,980.00
584189,48.02,49.00,981.96
584905,52.92,51.94,984.90
585694,50.96,49.00,985.88
586412,55.86,46.06,984.90
587191,54.88,44.10,986.86
587947,51.94,44.10,983.92
588737,51.94,44.10,981.96
589433,49.98,48.02,980.98
590224,48.02,45.08,987.84
591008,47.04,45.08,989.80
591727,45.08,43.12,985.88
592514,45.08,47.04,988.82
593237,49.00,45.08,988.82
594024,49.00,45.08,995.68
594743,49.98,46.06,984.90
595528,57.82,48.02,987.84
596251,51.94,49.00,983.92
597038,50.96,46.06,985.88
597822,50.96,48.02,992.74
598542,50.96,45.08,987.84
599331,49.00,49.00,983.92
600051,51.94,48.02,987.84
600836,55.86,49.00,994.70
601556,52.92,45.08,990.78
602345,53.90,43.12,992.74
603064,50.96,45.08,993.72
603851,49.00,44.10,988.82
604636,48.02,43.12,991.76
605359,48.02,45.08,992.74
606145,51.94,47.04,988.82
606866,53.90,49.98,988.82
607652,49.98,49.00,989.80
608374,53.90,48.02,991.76
609160,50.96,41.16,987.84
609880,49.98,42.14,991.76
610665,49.98,44.10,977.06
611453,49.98,47.04,982.94
612172,55.86,45.08,979.02
612956,49.00,46.06,985.88
613677,50.96,47.04,983.92
614465,50.96,44.10,991.76
615185,51.94,45.08,989.80
615971,54.88,46.06,993.72
616756,51.94,44.10,988.82
617479,52.92,44.10,988.82
618265,54.88,46.06,988.82
618990,52.92,48.02,985.88
619772,50.96,48.02,985.88
620495,51.94,46.06,988.82
621279,53.90,45.08,990.78
622004,49.98,48.02,989.80
622785,50.96,50.96,986.86
623510,49.98,50.96,984.90
624294,46.06,48.02,992.74
625085,48.02,49.98,987.84
625800,50.96,46.06,985.88
626592,54.88,47.04,987.84
627309,53.90,46.06,988.82
628099,52.92,47.04,989.80
628814,49.98,51.94,989.80
629605,49.00,49.00,986.86
630388,54.88,48.02,983.92
631114,49.98,48.02,989.80
631894,46.06,49.00,985.88
632616,48.02,45.08,984.90
633400,49.00,45.08,988.82
634124,47.04,43.12,993.72
634905,49.98,46.06,987.84
635694,47.04,46.06,989.80
636412,49.98,44.10,986.86
637201,51.94,42.14,990.78
637916,48.02,46.06,989.80
638705,49.98,44.10,989.80
639423,50.96,46.06,986.86
640212,48.02,43.12,987.84
640997,49.98,46.06,993.72
641718,55.86,45.08,987.84
642503,55.86,49.98,990.78
643226,55.86,48.02,989.80
644012,52.92,49.00,989.80
644733,49.00,49.00,989.80
645519,50.96,48.02,988.82
646241,49.98,46.06,990.78
647026,49.00,45.08,989.80
647813,49.00,49.00,991.76
648534,50.96,48.02,991.76
649322,49.98,44.10,989.80
650043,55.86,43.12,991.76
650827,49.98,46.06,991.76
651545,55.86,48.02,991.76
652332,58.80,47.04,995.68
653087,52.92,47.04,983.92
653870,49.98,46.06,987.84
654594,49.00,45.08,987.84
655379,50.96,43.12,978.04
656101,53.90,42.14,987.84
656882,53.90,46.06,984.90
