=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),861.50
Écart min (µs),653
Écart max (µs),1053
Fréquence moyenne (Hz),1160.76
Fréquence min (Hz),949.67
Fréquence max (Hz),1531.39

t(us),X(mg),Y(mg),Z(mg)
472438,16.66,41.16,991.76
473201,21.56,38.22,992.74
473905,25.48,41.16,985.88
474632,18.62,37.24,987.84
475416,21.56,34.30,990.78
476139,17.64,37.24,992.74
476922,16.66,39.20,991.76
477713,21.56,37.24,996.66
478432,18.62,37.24,994.70
479223,17.64,43.12,991.76
479939,16.66,39.20,989.80
480729,19.60,40.18,995.68
481447,14.70,41.16,990.78
482238,15.68,40.18,994.70
482952,17.64,39.20,997.64
483741,15.68,39.20,994.70
484529,17.64,40.18,993.72
485250,19.60,41.16,989.80
486036,18.62,41.16,984.90
486753,20.58,40.18,985.88
487540,20.58,41.16,990.78
488261,23.52,43.12,990.78
489047,18.62,40.18,996.66
489765,19.60,39.20,997.64
490551,24.50,39.20,991.76
491339,21.56,39.20,987.84
492058,20.58,39.20,989.80
492843,20.58,40.18,986.86
493561,18.62,42.14,992.74
494349,18.62,44.10,993.72
495068,20.58,39.20,1002.54
495853,23.52,41.16,998.62
496574,20.58,41.16,999.60
497362,19.60,42.14,992.74
498149,24.50,41.16,989.80
498868,24.50,42.14,987.84
499656,20.58,38.22,986.86
500377,26.46,40.18,985.88
501163,22.54,39.20,987.84
501881,18.62,37.24,989.80
502669,22.54,42.14,986.86
503390,19.60,40.18,987.84
504178,23.52,40.18,994.70
504961,22.54,40.18,994.70
505681,21.56,42.14,991.76
506469,20.58,40.18,987.84
507189,21.56,39.20,985.88
507975,21.56,40.18,983.92
508693,22.54,43.12,993.72
509482,21.56,43.12,988.82
510201,26.46,42.14,989.80
510990,28.42,42.14,992.74
511773,23.52,39.20,993.72
512494,24.50,37.24,989.80
513279,22.54,35.28,984.90
514002,19.60,41.16,990.78
514784,23.52,36.26,998.62
515507,17.64,40.18,989.80
516291,12.74,41.16,987.84
517016,14.70,41.16,991.76
517797,16.66,39.20,985.88
518587,16.66,38.22,982.94
519305,15.68,41.16,984.90
520096,17.64,41.16,986.86
520812,16.66,42.14,992.74
521602,14.70,42.14,993.72
522320,20.58,42.14,997.64
523110,22.54,42.14,1000.58
523826,21.56,45.08,998.62
524618,21.56,47.04,996.66
525402,21.56,45.08,994.70
526126,19.60,44.10,991.76
526909,21.56,42.14,991.76
527632,19.60,39.20,986.86
528416,17.64,36.26,994.70
529139,18.62,41.16,992.74
529922,13.72,41.16,991.76
530647,14.70,41.16,994.70
